"ADM_name","ISO3","Name_short","Date_b19","Date_e19","Date_b18","Date_e18","Date_b17","Date_e17","Date_b16","Date_e16","Date_b15","Date_e15","Date_b14","Date_e14","Date_b13","Date_e13","Date_b12","Date_e12","Date_b11","Date_e11","Date_b10","Date_e10","Date_b09","Date_e09"
"Iraq","IRQ","summer holiday",2019-06-20,2019-09-01,2018-06-20,2018-09-01,2017-06-20,2017-09-01,2016-06-20,2016-09-01,2015-06-20,2015-08-30,2014-06-21,2014-08-31,2013-06-22,2013-09-01,2012-06-20,2012-09-01,2011-06-20,2011-09-01,2010-06-20,2010-09-01,2009-06-20,2009-08-30
"Ireland","IRL","summer holiday",2019-06-08,2019-09-01,2018-06-09,2018-09-01,2017-06-10,2017-09-01,2016-06-08,2016-09-01,2015-06-08,2015-08-30,2014-06-08,2014-08-31,2013-06-08,2013-09-01,2012-06-09,2012-09-01,2011-06-08,2011-09-01,2010-06-08,2010-09-01,2009-06-08,2009-08-30
"Isle of Man","IMN","break between school years/terms",2019-07-22,2019-09-04,2018-07-22,2018-09-02,2017-07-22,2017-09-03,2016-07-23,2016-09-04,2015-07-22,2015-09-04,2014-07-22,2014-09-04,2013-07-22,2013-09-04,2012-07-22,2012-09-02,2011-07-23,2011-09-04,2010-07-24,2010-09-04,2009-07-22,2009-09-04
"Israel","ISR","summer holiday",2019-06-29,2019-09-01,2018-06-30,2018-09-01,2017-07-01,2017-09-01,2016-06-29,2016-09-01,2015-06-29,2015-08-30,2014-06-29,2014-08-31,2013-06-29,2013-09-01,2012-06-30,2012-09-01,2011-06-29,2011-09-01,2010-06-29,2010-09-01,2009-06-29,2009-08-30
"Italy","ITA","break between school years/terms",2019-06-09,2019-09-10,2018-06-09,2018-09-09,2017-06-10,2017-09-10,2016-06-11,2016-09-10,2015-06-09,2015-09-10,2014-06-09,2014-09-10,2013-06-09,2013-09-08,2012-06-09,2012-09-09,2011-06-11,2011-09-10,2010-06-09,2010-09-10,2009-06-09,2009-09-10
"Italy","ITA","summer holiday",2019-06-08,2019-09-15,2018-06-09,2018-09-15,2017-06-10,2017-09-15,2016-06-08,2016-09-15,2015-06-08,2015-09-13,2014-06-08,2014-09-14,2013-06-08,2013-09-15,2012-06-09,2012-09-15,2011-06-08,2011-09-15,2010-06-08,2010-09-15,2009-06-08,2009-09-13
"Jamaica","JAM","summer holiday",2019-07-06,2019-09-01,2018-07-07,2018-09-01,2017-07-08,2017-09-01,2016-07-06,2016-09-01,2015-07-06,2015-08-30,2014-07-06,2014-08-31,2013-07-06,2013-09-01,2012-07-07,2012-09-01,2011-07-06,2011-09-01,2010-07-06,2010-09-01,2009-07-06,2009-08-30
"Japan","JPN","summer holiday",2019-07-20,2019-09-01,2018-07-21,2018-09-01,2017-07-22,2017-09-01,2016-07-20,2016-09-01,2015-07-20,2015-08-30,2014-07-20,2014-08-31,2013-07-20,2013-09-01,2012-07-21,2012-09-01,2011-07-20,2011-09-01,2010-07-20,2010-09-01,2009-07-20,2009-08-30
"Jersey","JEY","summer holiday",2019-07-20,2019-09-04,2018-07-21,2018-09-02,2017-07-22,2017-09-03,2016-07-20,2016-09-04,2015-07-20,2015-09-04,2014-07-20,2014-09-04,2013-07-20,2013-09-04,2012-07-21,2012-09-02,2011-07-20,2011-09-04,2010-07-20,2010-09-04,2009-07-20,2009-09-04
"Jordan","JOR","summer holiday",2019-06-12,2019-09-01,2018-06-12,2018-09-01,2017-06-12,2017-09-01,2016-06-12,2016-09-01,2015-06-13,2015-08-30,2014-06-14,2014-08-31,2013-06-12,2013-09-01,2012-06-12,2012-09-01,2011-06-12,2011-09-01,2010-06-12,2010-09-01,2009-06-13,2009-08-30
"Kazakhstan","KAZ","autumn holiday",2019-10-26,2019-11-03,2018-10-27,2018-11-03,2017-10-28,2017-11-03,2016-10-26,2016-11-03,2015-10-26,2015-11-01,2014-10-26,2014-11-02,2013-10-26,2013-11-03,2012-10-27,2012-11-03,2011-10-26,2011-11-03,2010-10-26,2010-11-03,2009-10-26,2009-11-01
"Kazakhstan","KAZ","summer holiday",2019-05-25,2019-08-25,2018-05-26,2018-08-25,2017-05-27,2017-08-25,2016-05-25,2016-08-25,2015-05-25,2015-08-23,2014-05-25,2014-08-24,2013-05-25,2013-08-25,2012-05-26,2012-08-25,2011-05-25,2011-08-25,2010-05-25,2010-08-25,2009-05-25,2009-08-23
"Kenya","KEN","summer holiday",2019-08-03,2019-08-25,2018-08-04,2018-08-25,2017-08-05,2017-08-25,2016-08-03,2016-08-25,2015-08-03,2015-08-23,2014-08-03,2014-08-24,2013-08-03,2013-08-25,2012-08-04,2012-08-25,2011-08-03,2011-08-25,2010-08-03,2010-08-25,2009-08-03,2009-08-23
"Kenya","KEN","break between school years/terms",2019-11-30,2020-01-02,2018-12-01,2019-01-02,2017-12-02,2017-12-31,2016-11-30,2017-01-01,2015-11-30,2016-01-02,2014-11-30,2015-01-02,2013-11-30,2014-01-02,2012-12-01,2013-01-02,2011-11-30,2012-01-01,2010-11-30,2011-01-02,2009-11-30,2010-01-02
"Kosovo","KOS","summer holiday",2019-06-29,2019-09-01,2018-06-30,2018-09-01,2017-07-01,2017-09-01,2016-06-29,2016-09-01,2015-06-29,2015-08-30,2014-06-29,2014-08-31,2013-06-29,2013-09-01,2012-06-30,2012-09-01,2011-06-29,2011-09-01,2010-06-29,2010-09-01,2009-06-29,2009-08-30
"Kuwait","KWT","summer holiday",2019-07-04,2019-08-25,2018-07-04,2018-08-25,2017-07-04,2017-08-25,2016-07-04,2016-08-25,2015-07-04,2015-08-23,2014-07-05,2014-08-24,2013-07-06,2013-08-25,2012-07-04,2012-08-25,2011-07-04,2011-08-25,2010-07-04,2010-08-25,2009-07-04,2009-08-23
"Kyrgyzstan","KGZ","summer holiday",2019-05-25,2019-09-01,2018-05-26,2018-09-01,2017-05-27,2017-09-01,2016-05-25,2016-09-01,2015-05-25,2015-08-30,2014-05-25,2014-08-31,2013-05-25,2013-09-01,2012-05-26,2012-09-01,2011-05-25,2011-09-01,2010-05-25,2010-09-01,2009-05-25,2009-08-30
"Kyrgyzstan","KGZ","autumn holiday",2019-10-26,2019-11-03,2018-10-27,2018-11-03,2017-10-28,2017-11-03,2016-10-26,2016-11-03,2015-10-26,2015-11-01,2014-10-26,2014-11-02,2013-10-26,2013-11-03,2012-10-27,2012-11-03,2011-10-26,2011-11-03,2010-10-26,2010-11-03,2009-10-26,2009-11-01
"Laos (People's Dem. Rep.)","LAO","summer holiday",2019-06-29,2019-09-03,2018-06-30,2018-09-02,2017-07-01,2017-09-03,2016-06-29,2016-09-03,2015-06-29,2015-09-03,2014-06-29,2014-09-03,2013-06-29,2013-09-01,2012-06-30,2012-09-02,2011-06-29,2011-09-03,2010-06-29,2010-09-03,2009-06-29,2009-09-03
"Latvia","LVA","summer holiday",2019-06-01,2019-09-01,2018-06-02,2018-09-01,2017-06-03,2017-09-01,2016-06-01,2016-09-01,2015-06-01,2015-08-30,2014-06-01,2014-08-31,2013-06-01,2013-09-01,2012-06-02,2012-09-01,2011-06-01,2011-09-01,2010-06-01,2010-09-01,2009-06-01,2009-08-30
"Latvia","LVA","autumn holiday",2019-10-12,2019-10-20,2018-10-13,2018-10-20,2017-10-14,2017-10-20,2016-10-12,2016-10-20,2015-10-12,2015-10-18,2014-10-12,2014-10-19,2013-10-12,2013-10-20,2012-10-13,2012-10-20,2011-10-12,2011-10-20,2010-10-12,2010-10-20,2009-10-12,2009-10-18
"Lebanon","LBN","summer holiday",2019-05-25,2019-08-16,2018-05-26,2018-08-16,2017-05-27,2017-08-16,2016-05-25,2016-08-14,2015-05-25,2015-08-16,2014-05-25,2014-08-16,2013-05-25,2013-08-16,2012-05-26,2012-08-16,2011-05-25,2011-08-14,2010-05-25,2010-08-15,2009-05-25,2009-08-16
"Lebanon","LBN","autumn holiday",2019-10-12,2019-10-20,2018-10-13,2018-10-20,2017-10-14,2017-10-20,2016-10-12,2016-10-20,2015-10-12,2015-10-18,2014-10-12,2014-10-19,2013-10-12,2013-10-20,2012-10-13,2012-10-20,2011-10-12,2011-10-20,2010-10-12,2010-10-20,2009-10-12,2009-10-18
"Lesotho","LSO","break between school years/terms",2019-06-13,2019-08-13,2018-06-13,2018-08-12,2017-06-13,2017-08-13,2016-06-13,2016-08-13,2015-06-13,2015-08-13,2014-06-14,2014-08-13,2013-06-15,2013-08-11,2012-06-13,2012-08-12,2011-06-13,2011-08-13,2010-06-13,2010-08-13,2009-06-13,2009-08-13
"Liberia","LBR","summer holiday",2019-07-20,2019-09-01,2018-07-21,2018-09-01,2017-07-22,2017-09-01,2016-07-20,2016-09-01,2015-07-20,2015-08-30,2014-07-20,2014-08-31,2013-07-20,2013-09-01,2012-07-21,2012-09-01,2011-07-20,2011-09-01,2010-07-20,2010-09-01,2009-07-20,2009-08-30
"Libya","LBY","summer holiday",2019-07-01,2019-01-08,2018-07-01,2018-01-07,2017-07-01,2017-01-08,2016-07-02,2016-01-08,2015-07-01,2015-01-08,2014-07-01,2014-01-08,2013-07-01,2013-01-06,2012-07-01,2012-01-08,2011-07-02,2011-01-08,2010-07-03,2010-01-08,2009-07-01,2009-01-08
"Liechtenstein","LIE","autumn holiday",2019-10-05,2019-10-20,2018-10-06,2018-10-20,2017-10-07,2017-10-20,2016-10-05,2016-10-20,2015-10-05,2015-10-18,2014-10-05,2014-10-19,2013-10-05,2013-10-20,2012-10-06,2012-10-20,2011-10-05,2011-10-20,2010-10-05,2010-10-20,2009-10-05,2009-10-18
"Liechtenstein","LIE","summer holiday",2019-07-06,2019-08-18,2018-07-07,2018-08-18,2017-07-08,2017-08-18,2016-07-06,2016-08-18,2015-07-06,2015-08-16,2014-07-06,2014-08-17,2013-07-06,2013-08-18,2012-07-07,2012-08-18,2011-07-06,2011-08-18,2010-07-06,2010-08-18,2009-07-06,2009-08-16
"Lithuania","LTU","summer holiday",2019-06-01,2019-09-01,2018-06-02,2018-09-01,2017-06-03,2017-09-01,2016-06-01,2016-09-01,2015-06-01,2015-08-30,2014-06-01,2014-08-31,2013-06-01,2013-09-01,2012-06-02,2012-09-01,2011-06-01,2011-09-01,2010-06-01,2010-09-01,2009-06-01,2009-08-30
"Luxembourg","LUX","autumn holiday",2019-10-26,2019-11-03,2018-10-27,2018-11-03,2017-10-28,2017-11-03,2016-10-26,2016-11-03,2015-10-26,2015-11-01,2014-10-26,2014-11-02,2013-10-26,2013-11-03,2012-10-27,2012-11-03,2011-10-26,2011-11-03,2010-10-26,2010-11-03,2009-10-26,2009-11-01
"Luxembourg","LUX","summer holiday",2019-07-13,2019-09-15,2018-07-14,2018-09-15,2017-07-15,2017-09-15,2016-07-13,2016-09-15,2015-07-13,2015-09-13,2014-07-13,2014-09-14,2013-07-13,2013-09-15,2012-07-14,2012-09-15,2011-07-13,2011-09-15,2010-07-13,2010-09-15,2009-07-13,2009-09-13
"Macau","MAC","summer holiday",2019-06-29,2019-09-01,2018-06-30,2018-09-01,2017-07-01,2017-09-01,2016-06-29,2016-09-01,2015-06-29,2015-08-30,2014-06-29,2014-08-31,2013-06-29,2013-09-01,2012-06-30,2012-09-01,2011-06-29,2011-09-01,2010-06-29,2010-09-01,2009-06-29,2009-08-30
"Madagascar","MDG","break between school years/terms",2019-06-04,2019-09-01,2018-06-04,2018-09-01,2017-06-04,2017-09-01,2016-06-04,2016-09-01,2015-06-06,2015-08-30,2014-06-04,2014-08-31,2013-06-04,2013-09-01,2012-06-04,2012-09-01,2011-06-04,2011-09-01,2010-06-05,2010-09-01,2009-06-06,2009-08-30
"Mainland China","CHN","winter holiday",2019-01-26,2019-02-24,2018-01-27,2018-02-25,2017-01-21,2017-02-19,2016-01-23,2016-02-22,2015-01-31,2015-02-28,2014-01-19,2014-02-16,2013-01-26,2013-02-24,2012-01-14,2012-02-12,2011-01-22,2011-02-20,2010-01-23,2010-02-22,2009-01-26,2009-02-22
"Mainland China","CHN","summer holiday",2019-07-01,2019-08-31,2018-07-01,2018-08-31,2017-07-01,2017-08-31,2016-07-02,2016-08-31,2015-07-01,2015-08-30,2014-07-01,2014-08-31,2013-07-01,2013-08-31,2012-07-01,2012-08-31,2011-07-02,2011-08-31,2010-07-03,2010-08-29,2009-07-01,2009-08-30
"Malawi","MWI","winter holiday",2019-07-27,2019-09-15,2018-07-28,2018-09-15,2017-07-29,2017-09-15,2016-07-27,2016-09-15,2015-07-27,2015-09-13,2014-07-27,2014-09-14,2013-07-27,2013-09-15,2012-07-28,2012-09-15,2011-07-27,2011-09-15,2010-07-27,2010-09-15,2009-07-27,2009-09-13
"Malaysia","MYS","break between school years/terms",2019-11-23,2019-12-31,2018-11-24,2018-12-30,2017-11-25,2017-12-31,2016-11-23,2016-12-31,2015-11-23,2015-12-31,2014-11-23,2014-12-31,2013-11-23,2013-12-29,2012-11-24,2012-12-30,2011-11-23,2011-12-31,2010-11-23,2010-12-31,2009-11-23,2009-12-31
"Maldives","MDV","break between school years/terms",2019-11-24,2020-01-09,2018-11-24,2019-01-09,2017-11-25,2018-01-07,2016-11-26,2017-01-08,2015-11-24,2016-01-09,2014-11-24,2015-01-09,2013-11-24,2014-01-09,2012-11-24,2013-01-09,2011-11-26,2012-01-08,2010-11-24,2011-01-09,2009-11-24,2010-01-09
"Mali","MLI","summer holiday",2019-07-03,2019-09-03,2018-07-03,2018-09-02,2017-07-03,2017-09-03,2016-07-03,2016-09-03,2015-07-04,2015-09-03,2014-07-05,2014-09-03,2013-07-03,2013-09-01,2012-07-03,2012-09-02,2011-07-03,2011-09-03,2010-07-03,2010-09-03,2009-07-04,2009-09-03
"Malta","MLT","summer holiday",2019-06-29,2019-09-25,2018-06-30,2018-09-23,2017-07-01,2017-09-24,2016-06-29,2016-09-25,2015-06-29,2015-09-25,2014-06-29,2014-09-25,2013-06-29,2013-09-25,2012-06-30,2012-09-23,2011-06-29,2011-09-25,2010-06-29,2010-09-25,2009-06-29,2009-09-25
"Marshall Islands","MHL","summer holiday",2019-06-01,2019-08-07,2018-06-02,2018-08-05,2017-06-03,2017-08-06,2016-06-01,2016-08-07,2015-06-01,2015-08-07,2014-06-01,2014-08-07,2013-06-01,2013-08-07,2012-06-02,2012-08-05,2011-06-01,2011-08-07,2010-06-01,2010-08-07,2009-06-01,2009-08-07
"Martinique","MTQ","summer holiday",2019-07-06,2019-09-01,2018-07-07,2018-09-01,2017-07-08,2017-09-01,2016-07-06,2016-09-01,2015-07-06,2015-08-30,2014-07-06,2014-08-31,2013-07-06,2013-09-01,2012-07-07,2012-09-01,2011-07-06,2011-09-01,2010-07-06,2010-09-01,2009-07-06,2009-08-30
"Mauritania","MRT","summer holiday",2019-07-06,2019-09-01,2018-07-07,2018-09-01,2017-07-08,2017-09-01,2016-07-06,2016-09-01,2015-07-06,2015-08-30,2014-07-06,2014-08-31,2013-07-06,2013-09-01,2012-07-07,2012-09-01,2011-07-06,2011-09-01,2010-07-06,2010-09-01,2009-07-06,2009-08-30
"Mauritius","MUS","winter holiday",2019-07-20,2019-08-18,2018-07-21,2018-08-18,2017-07-22,2017-08-18,2016-07-20,2016-08-18,2015-07-20,2015-08-16,2014-07-20,2014-08-17,2013-07-20,2013-08-18,2012-07-21,2012-08-18,2011-07-20,2011-08-18,2010-07-20,2010-08-18,2009-07-20,2009-08-16
"Mauritius","MUS","break between school years/terms",2019-11-11,2020-01-11,2018-11-11,2019-01-11,2017-11-11,2018-01-11,2016-11-12,2017-01-11,2015-11-11,2016-01-10,2014-11-11,2015-01-11,2013-11-11,2014-01-11,2012-11-11,2013-01-11,2011-11-12,2012-01-11,2010-11-13,2011-01-09,2009-11-11,2010-01-10
"Mayotte","MYT","autumn holiday",2019-10-12,2019-10-27,2018-10-13,2018-10-27,2017-10-14,2017-10-27,2016-10-12,2016-10-27,2015-10-12,2015-10-25,2014-10-12,2014-10-26,2013-10-12,2013-10-27,2012-10-13,2012-10-27,2011-10-12,2011-10-27,2010-10-12,2010-10-27,2009-10-12,2009-10-25
"Mayotte","MYT","summer holiday",2019-07-06,2019-08-21,2018-07-07,2018-08-19,2017-07-08,2017-08-20,2016-07-06,2016-08-21,2015-07-06,2015-08-21,2014-07-06,2014-08-21,2013-07-06,2013-08-21,2012-07-07,2012-08-19,2011-07-06,2011-08-21,2010-07-06,2010-08-21,2009-07-06,2009-08-21
"Mexico","MEX","summer holiday",2019-07-06,2019-08-25,2018-07-07,2018-08-25,2017-07-08,2017-08-25,2016-07-06,2016-08-25,2015-07-06,2015-08-23,2014-07-06,2014-08-24,2013-07-06,2013-08-25,2012-07-07,2012-08-25,2011-07-06,2011-08-25,2010-07-06,2010-08-25,2009-07-06,2009-08-23
"Micronesia (Federated States of)","FSM","break between school years/terms",2019-06-01,2019-08-30,2018-06-02,2018-08-30,2017-06-03,2017-08-30,2016-06-01,2016-08-28,2015-06-01,2015-08-30,2014-06-01,2014-08-30,2013-06-01,2013-08-30,2012-06-02,2012-08-30,2011-06-01,2011-08-28,2010-06-01,2010-08-29,2009-06-01,2009-08-30
"Moldova (Republic of)","MDA","autumn holiday",2019-10-26,2019-11-03,2018-10-27,2018-11-03,2017-10-28,2017-11-03,2016-10-26,2016-11-03,2015-10-26,2015-11-01,2014-10-26,2014-11-02,2013-10-26,2013-11-03,2012-10-27,2012-11-03,2011-10-26,2011-11-03,2010-10-26,2010-11-03,2009-10-26,2009-11-01
"Moldova (Republic of)","MDA","summer holiday",2019-06-29,2019-09-01,2018-06-30,2018-09-01,2017-07-01,2017-09-01,2016-06-29,2016-09-01,2015-06-29,2015-08-30,2014-06-29,2014-08-31,2013-06-29,2013-09-01,2012-06-30,2012-09-01,2011-06-29,2011-09-01,2010-06-29,2010-09-01,2009-06-29,2009-08-30
"Monaco","MCO","summer holiday",2019-06-29,2019-09-08,2018-06-30,2018-09-08,2017-07-01,2017-09-08,2016-06-29,2016-09-08,2015-06-29,2015-09-06,2014-06-29,2014-09-07,2013-06-29,2013-09-08,2012-06-30,2012-09-08,2011-06-29,2011-09-08,2010-06-29,2010-09-08,2009-06-29,2009-09-06
"Monaco","MCO","autumn holiday",2019-10-26,2019-11-03,2018-10-27,2018-11-03,2017-10-28,2017-11-03,2016-10-26,2016-11-03,2015-10-26,2015-11-01,2014-10-26,2014-11-02,2013-10-26,2013-11-03,2012-10-27,2012-11-03,2011-10-26,2011-11-03,2010-10-26,2010-11-03,2009-10-26,2009-11-01
"Mongolia","MNG","summer holiday",2019-06-08,2019-09-01,2018-06-09,2018-09-01,2017-06-10,2017-09-01,2016-06-08,2016-09-01,2015-06-08,2015-08-30,2014-06-08,2014-08-31,2013-06-08,2013-09-01,2012-06-09,2012-09-01,2011-06-08,2011-09-01,2010-06-08,2010-09-01,2009-06-08,2009-08-30
"Mongolia","MNG","autumn holiday",2019-10-19,2019-10-27,2018-10-20,2018-10-27,2017-10-21,2017-10-27,2016-10-19,2016-10-27,2015-10-19,2015-10-25,2014-10-19,2014-10-26,2013-10-19,2013-10-27,2012-10-20,2012-10-27,2011-10-19,2011-10-27,2010-10-19,2010-10-27,2009-10-19,2009-10-25
"Montenegro","MNE","summer holiday",2019-06-12,2019-09-01,2018-06-12,2018-09-01,2017-06-12,2017-09-01,2016-06-12,2016-09-01,2015-06-13,2015-08-30,2014-06-14,2014-08-31,2013-06-12,2013-09-01,2012-06-12,2012-09-01,2011-06-12,2011-09-01,2010-06-12,2010-09-01,2009-06-13,2009-08-30
"Montserrat","MSR","break between school years/terms",2019-06-29,2019-09-01,2018-06-30,2018-09-01,2017-07-01,2017-09-01,2016-06-29,2016-09-01,2015-06-29,2015-08-30,2014-06-29,2014-08-31,2013-06-29,2013-09-01,2012-06-30,2012-09-01,2011-06-29,2011-09-01,2010-06-29,2010-09-01,2009-06-29,2009-08-30
"Morocco","MAR","autumn holiday",2019-10-19,2019-11-10,2018-10-20,2018-11-10,2017-10-21,2017-11-10,2016-10-19,2016-11-10,2015-10-19,2015-11-08,2014-10-19,2014-11-09,2013-10-19,2013-11-10,2012-10-20,2012-11-10,2011-10-19,2011-11-10,2010-10-19,2010-11-10,2009-10-19,2009-11-08
"Morocco","MAR","summer holiday",2019-07-06,2019-09-03,2018-07-07,2018-09-02,2017-07-08,2017-09-03,2016-07-06,2016-09-03,2015-07-06,2015-09-03,2014-07-06,2014-09-03,2013-07-06,2013-09-01,2012-07-07,2012-09-02,2011-07-06,2011-09-03,2010-07-06,2010-09-03,2009-07-06,2009-09-03
"Mozambique","MOZ","summer holiday",2019-11-18,2020-02-01,2018-11-18,2019-02-01,2017-11-18,2018-02-01,2016-11-19,2017-02-01,2015-11-18,2016-01-31,2014-11-18,2015-02-01,2013-11-18,2014-02-01,2012-11-18,2013-02-01,2011-11-19,2012-02-01,2010-11-20,2011-01-30,2009-11-18,2010-01-31
"Myanmar","MMR","break between school years/terms",2019-12-16,2020-01-05,2018-12-15,2019-01-06,2017-12-16,2018-01-05,2016-12-17,2017-01-05,2015-12-16,2016-01-03,2014-12-16,2015-01-04,2013-12-16,2014-01-05,2012-12-16,2013-01-05,2011-12-17,2012-01-05,2010-12-18,2011-01-05,2009-12-16,2010-01-03
"Myanmar","MMR","summer holiday",2019-06-22,2019-08-18,2018-06-23,2018-08-18,2017-06-24,2017-08-18,2016-06-22,2016-08-18,2015-06-22,2015-08-16,2014-06-22,2014-08-17,2013-06-22,2013-08-18,2012-06-23,2012-08-18,2011-06-22,2011-08-18,2010-06-22,2010-08-18,2009-06-22,2009-08-16
"Namibia","NAM","winter holiday",2019-08-10,2019-09-01,2018-08-11,2018-09-01,2017-08-12,2017-09-01,2016-08-10,2016-09-01,2015-08-10,2015-08-30,2014-08-10,2014-08-31,2013-08-10,2013-09-01,2012-08-11,2012-09-01,2011-08-10,2011-09-01,2010-08-10,2010-09-01,2009-08-10,2009-08-30
"Namibia","NAM","autumn holiday",2019-04-13,2019-05-12,2018-04-14,2018-05-12,2017-04-15,2017-05-12,2016-04-13,2016-05-12,2015-04-13,2015-05-10,2014-04-13,2014-05-11,2013-04-13,2013-05-12,2012-04-14,2012-05-12,2011-04-13,2011-05-12,2010-04-13,2010-05-12,2009-04-13,2009-05-10
"Namibia","NAM","summer holiday",2019-11-30,2020-01-14,2018-12-01,2019-01-13,2017-12-02,2018-01-14,2016-11-30,2017-01-14,2015-11-30,2016-01-14,2014-11-30,2015-01-14,2013-11-30,2014-01-12,2012-12-01,2013-01-13,2011-11-30,2012-01-14,2010-11-30,2011-01-14,2009-11-30,2010-01-14
"Nauru","NRU","break between school years/terms",2019-07-06,2019-07-28,2018-07-07,2018-07-28,2017-07-08,2017-07-28,2016-07-06,2016-07-28,2015-07-06,2015-07-26,2014-07-06,2014-07-27,2013-07-06,2013-07-28,2012-07-07,2012-07-28,2011-07-06,2011-07-28,2010-07-06,2010-07-28,2009-07-06,2009-07-26
"Nauru","NRU","break between school years/terms",2019-12-18,2020-01-21,2018-12-19,2019-01-20,2017-12-18,2018-01-21,2016-12-18,2017-01-21,2015-12-19,2016-01-21,2014-12-20,2015-01-21,2013-12-18,2014-01-19,2012-12-18,2013-01-20,2011-12-18,2012-01-21,2010-12-18,2011-01-21,2009-12-19,2010-01-21
