"ADM_name","ISO3","Name_short","Date_b19","Date_e19","Date_b18","Date_e18","Date_b17","Date_e17","Date_b16","Date_e16","Date_b15","Date_e15","Date_b14","Date_e14","Date_b13","Date_e13","Date_b12","Date_e12","Date_b11","Date_e11","Date_b10","Date_e10","Date_b09","Date_e09"
"Nepal","NPL","break between school years/terms",2019-03-25,2019-04-17,2018-03-25,2018-04-15,2017-03-25,2017-04-16,2016-03-26,2016-04-17,2015-03-25,2015-04-17,2014-03-25,2014-04-17,2013-03-25,2013-04-17,2012-03-25,2012-04-15,2011-03-26,2011-04-17,2010-03-27,2010-04-17,2009-03-25,2009-04-17
"Netherlands","NLD","summer holiday",2019-07-13,2019-08-25,2018-07-14,2018-08-25,2017-07-15,2017-08-25,2016-07-13,2016-08-25,2015-07-13,2015-08-23,2014-07-13,2014-08-24,2013-07-13,2013-08-25,2012-07-14,2012-08-25,2011-07-13,2011-08-25,2010-07-13,2010-08-25,2009-07-13,2009-08-23
"Netherlands","NLD","autumn holiday",2019-10-19,2019-10-27,2018-10-20,2018-10-27,2017-10-21,2017-10-27,2016-10-19,2016-10-27,2015-10-19,2015-10-25,2014-10-19,2014-10-26,2013-10-19,2013-10-27,2012-10-20,2012-10-27,2011-10-19,2011-10-27,2010-10-19,2010-10-27,2009-10-19,2009-10-25
"New Caledonia","NCL","spring holiday",2019-04-06,2019-04-14,2018-04-07,2018-04-14,2017-04-08,2017-04-14,2016-04-06,2016-04-14,2015-04-06,2015-04-12,2014-04-06,2014-04-13,2013-04-06,2013-04-14,2012-04-07,2012-04-14,2011-04-06,2011-04-14,2010-04-06,2010-04-14,2009-04-06,2009-04-12
"New Caledonia","NCL","spring holiday",2019-10-12,2019-10-27,2018-10-13,2018-10-27,2017-10-14,2017-10-27,2016-10-12,2016-10-27,2015-10-12,2015-10-25,2014-10-12,2014-10-26,2013-10-12,2013-10-27,2012-10-13,2012-10-27,2011-10-12,2011-10-27,2010-10-12,2010-10-27,2009-10-12,2009-10-25
"New Caledonia","NCL","spring holiday",2019-06-08,2019-06-23,2018-06-09,2018-06-23,2017-06-10,2017-06-23,2016-06-08,2016-06-23,2015-06-08,2015-06-21,2014-06-08,2014-06-22,2013-06-08,2013-06-23,2012-06-09,2012-06-23,2011-06-08,2011-06-23,2010-06-08,2010-06-23,2009-06-08,2009-06-21
"New Caledonia","NCL","spring holiday",2019-08-10,2019-08-25,2018-08-11,2018-08-25,2017-08-12,2017-08-25,2016-08-10,2016-08-25,2015-08-10,2015-08-23,2014-08-10,2014-08-24,2013-08-10,2013-08-25,2012-08-11,2012-08-25,2011-08-10,2011-08-25,2010-08-10,2010-08-25,2009-08-10,2009-08-23
"New Caledonia","NCL","spring holiday",2019-10-12,2019-10-27,2018-10-13,2018-10-27,2017-10-14,2017-10-27,2016-10-12,2016-10-27,2015-10-12,2015-10-25,2014-10-12,2014-10-26,2013-10-12,2013-10-27,2012-10-13,2012-10-27,2011-10-12,2011-10-27,2010-10-12,2010-10-27,2009-10-12,2009-10-25
"New Zealand (Aotearoa)","NZL","spring holiday",2019-09-28,2019-10-13,2018-09-29,2018-10-13,2017-09-30,2017-10-13,2016-09-28,2016-10-13,2015-09-28,2015-10-11,2014-09-28,2014-10-12,2013-09-28,2013-10-13,2012-09-29,2012-10-13,2011-09-28,2011-10-13,2010-09-28,2010-10-13,2009-09-28,2009-10-11
"New Zealand (Aotearoa)","NZL","winter holiday",2019-07-06,2019-07-21,2018-07-07,2018-07-21,2017-07-08,2017-07-21,2016-07-06,2016-07-21,2015-07-06,2015-07-19,2014-07-06,2014-07-20,2013-07-06,2013-07-21,2012-07-07,2012-07-21,2011-07-06,2011-07-21,2010-07-06,2010-07-21,2009-07-06,2009-07-19
"New Zealand (Aotearoa)","NZL","autumn holiday",2019-04-13,2019-04-28,2018-04-14,2018-04-28,2017-04-15,2017-04-28,2016-04-13,2016-04-28,2015-04-13,2015-04-26,2014-04-13,2014-04-27,2013-04-13,2013-04-28,2012-04-14,2012-04-28,2011-04-13,2011-04-28,2010-04-13,2010-04-28,2009-04-13,2009-04-26
"New Zealand (Aotearoa)","NZL","summer holiday",2019-12-14,2020-02-01,2018-12-15,2019-02-01,2017-12-16,2018-02-01,2016-12-14,2017-02-01,2015-12-14,2016-01-31,2014-12-14,2015-02-01,2013-12-14,2014-02-01,2012-12-15,2013-02-01,2011-12-14,2012-02-01,2010-12-14,2011-01-30,2009-12-14,2010-01-31
"Nicaragua","NIC","summer holiday",2019-06-29,2019-07-14,2018-06-30,2018-07-14,2017-07-01,2017-07-14,2016-06-29,2016-07-14,2015-06-29,2015-07-12,2014-06-29,2014-07-13,2013-06-29,2013-07-14,2012-06-30,2012-07-14,2011-06-29,2011-07-14,2010-06-29,2010-07-14,2009-06-29,2009-07-12
"Nicaragua","NIC","break between school years/terms",2019-11-28,2020-02-02,2018-11-28,2019-02-02,2017-11-28,2018-02-02,2016-11-28,2017-02-02,2015-11-28,2016-01-31,2014-11-29,2015-02-01,2013-11-30,2014-02-02,2012-11-28,2013-02-02,2011-11-28,2012-02-02,2010-11-28,2011-02-02,2009-11-28,2010-01-31
"Niger","NER","summer holiday",2019-07-03,2019-09-03,2018-07-03,2018-09-02,2017-07-03,2017-09-03,2016-07-03,2016-09-03,2015-07-04,2015-09-03,2014-07-05,2014-09-03,2013-07-03,2013-09-01,2012-07-03,2012-09-02,2011-07-03,2011-09-03,2010-07-03,2010-09-03,2009-07-04,2009-09-03
"Nigeria","NGA","break between school years/terms",2019-12-17,2020-02-01,2018-12-17,2019-02-01,2017-12-17,2018-02-01,2016-12-17,2017-02-01,2015-12-19,2016-01-31,2014-12-17,2015-02-01,2013-12-17,2014-02-01,2012-12-17,2013-02-01,2011-12-17,2012-02-01,2010-12-18,2011-01-30,2009-12-19,2010-01-31
"Nigeria","NGA","break between school years/terms",2019-07-22,2019-09-13,2018-07-22,2018-09-13,2017-07-22,2017-09-13,2016-07-23,2016-09-11,2015-07-22,2015-09-13,2014-07-22,2014-09-13,2013-07-22,2013-09-13,2012-07-22,2012-09-13,2011-07-23,2011-09-11,2010-07-24,2010-09-12,2009-07-22,2009-09-13
"Niue","NIU","winter holiday",2019-07-20,2019-08-04,2018-07-21,2018-08-04,2017-07-22,2017-08-04,2016-07-20,2016-08-04,2015-07-20,2015-08-02,2014-07-20,2014-08-03,2013-07-20,2013-08-04,2012-07-21,2012-08-04,2011-07-20,2011-08-04,2010-07-20,2010-08-04,2009-07-20,2009-08-02
"Norfolk Island","NFK","spring holiday",2019-09-28,2019-10-13,2018-09-29,2018-10-13,2017-09-30,2017-10-13,2016-09-28,2016-10-13,2015-09-28,2015-10-11,2014-09-28,2014-10-12,2013-09-28,2013-10-13,2012-09-29,2012-10-13,2011-09-28,2011-10-13,2010-09-28,2010-10-13,2009-09-28,2009-10-11
"Norfolk Island","NFK","winter holiday",2019-07-06,2019-07-21,2018-07-07,2018-07-21,2017-07-08,2017-07-21,2016-07-06,2016-07-21,2015-07-06,2015-07-19,2014-07-06,2014-07-20,2013-07-06,2013-07-21,2012-07-07,2012-07-21,2011-07-06,2011-07-21,2010-07-06,2010-07-21,2009-07-06,2009-07-19
"North Korea (People's Rep.)","PRK","summer holiday",2019-07-24,2019-09-01,2018-07-24,2018-09-01,2017-07-24,2017-09-01,2016-07-24,2016-09-01,2015-07-25,2015-08-30,2014-07-26,2014-08-31,2013-07-24,2013-09-01,2012-07-24,2012-09-01,2011-07-24,2011-09-01,2010-07-24,2010-09-01,2009-07-25,2009-08-30
"North Macedonia (Rep. of)","MKD","summer holiday",2019-06-08,2019-09-01,2018-06-09,2018-09-01,2017-06-10,2017-09-01,2016-06-08,2016-09-01,2015-06-08,2015-08-30,2014-06-08,2014-08-31,2013-06-08,2013-09-01,2012-06-09,2012-09-01,2011-06-08,2011-09-01,2010-06-08,2010-09-01,2009-06-08,2009-08-30
"Northern Mariana Islands","MNP","break between school years/terms",2019-06-06,2019-08-15,2018-06-06,2018-08-15,2017-06-06,2017-08-13,2016-06-06,2016-08-14,2015-06-06,2015-08-15,2014-06-07,2014-08-15,2013-06-08,2013-08-15,2012-06-06,2012-08-15,2011-06-06,2011-08-14,2010-06-06,2010-08-15,2009-06-06,2009-08-15
"Norway","NOR","autumn holiday",2019-09-28,2019-10-11,2018-09-29,2018-10-11,2017-09-30,2017-10-11,2016-09-28,2016-10-09,2015-09-28,2015-10-11,2014-09-28,2014-10-11,2013-09-28,2013-10-11,2012-09-29,2012-10-11,2011-09-28,2011-10-09,2010-09-28,2010-10-10,2009-09-28,2009-10-11
"Norway","NOR","summer holiday",2019-06-20,2019-08-14,2018-06-20,2018-08-12,2017-06-20,2017-08-13,2016-06-20,2016-08-14,2015-06-20,2015-08-14,2014-06-21,2014-08-14,2013-06-22,2013-08-14,2012-06-20,2012-08-12,2011-06-20,2011-08-14,2010-06-20,2010-08-14,2009-06-20,2009-08-14
"Oman","OMN","summer holiday",2019-06-01,2019-08-25,2018-06-02,2018-08-25,2017-06-03,2017-08-25,2016-06-01,2016-08-25,2015-06-01,2015-08-23,2014-06-01,2014-08-24,2013-06-01,2013-08-25,2012-06-02,2012-08-25,2011-06-01,2011-08-25,2010-06-01,2010-08-25,2009-06-01,2009-08-23
"Pakistan","PAK","summer holiday",2019-06-01,2019-08-25,2018-06-02,2018-08-25,2017-06-03,2017-08-25,2016-06-01,2016-08-25,2015-06-01,2015-08-23,2014-06-01,2014-08-24,2013-06-01,2013-08-25,2012-06-02,2012-08-25,2011-06-01,2011-08-25,2010-06-01,2010-08-25,2009-06-01,2009-08-23
"Palau","PLW","summer holiday",2019-07-13,2019-08-11,2018-07-14,2018-08-11,2017-07-15,2017-08-11,2016-07-13,2016-08-11,2015-07-13,2015-08-09,2014-07-13,2014-08-10,2013-07-13,2013-08-11,2012-07-14,2012-08-11,2011-07-13,2011-08-11,2010-07-13,2010-08-11,2009-07-13,2009-08-09
"Palestinian ( Authority )","PSE","summer holiday",2019-06-04,2019-08-25,2018-06-04,2018-08-25,2017-06-04,2017-08-25,2016-06-04,2016-08-25,2015-06-06,2015-08-23,2014-06-04,2014-08-24,2013-06-04,2013-08-25,2012-06-04,2012-08-25,2011-06-04,2011-08-25,2010-06-05,2010-08-25,2009-06-06,2009-08-23
"Panama","PAN","break between school years/terms",2019-12-21,2020-03-08,2018-12-22,2019-03-08,2017-12-23,2018-03-08,2016-12-21,2017-03-08,2015-12-21,2016-03-06,2014-12-21,2015-03-08,2013-12-21,2014-03-08,2012-12-22,2013-03-08,2011-12-21,2012-03-08,2010-12-21,2011-03-06,2009-12-21,2010-03-07
"Papua-new-guinea","PNG","break between school years/terms",2019-12-16,2020-01-31,2018-12-16,2019-01-31,2017-12-16,2018-01-31,2016-12-17,2017-01-29,2015-12-16,2016-01-31,2014-12-16,2015-01-31,2013-12-16,2014-01-31,2012-12-16,2013-01-31,2011-12-17,2012-01-29,2010-12-18,2011-01-30,2009-12-16,2010-01-31
"Paraguay","PRY","winter holiday",2019-07-08,2019-07-19,2018-07-08,2018-07-19,2017-07-08,2017-07-19,2016-07-09,2016-07-17,2015-07-08,2015-07-19,2014-07-08,2014-07-19,2013-07-08,2013-07-19,2012-07-08,2012-07-19,2011-07-09,2011-07-17,2010-07-10,2010-07-18,2009-07-08,2009-07-19
"Paraguay","PRY","summer holiday",2019-11-30,2020-02-14,2018-12-01,2019-02-14,2017-12-02,2018-02-14,2016-11-30,2017-02-12,2015-11-30,2016-02-14,2014-11-30,2015-02-14,2013-11-30,2014-02-14,2012-12-01,2013-02-14,2011-11-30,2012-02-12,2010-11-30,2011-02-13,2009-11-30,2010-02-14
"Peru","PER","winter holiday",2019-06-30,2019-07-31,2018-06-30,2018-07-29,2017-07-01,2017-07-30,2016-07-02,2016-07-31,2015-06-30,2015-07-31,2014-06-30,2014-07-31,2013-06-30,2013-07-31,2012-06-30,2012-07-29,2011-07-02,2011-07-31,2010-06-30,2010-07-31,2009-06-30,2009-07-31
"Peru","PER","summer holiday",2019-12-21,2020-02-14,2018-12-22,2019-02-14,2017-12-23,2018-02-14,2016-12-21,2017-02-12,2015-12-21,2016-02-14,2014-12-21,2015-02-14,2013-12-21,2014-02-14,2012-12-22,2013-02-14,2011-12-21,2012-02-12,2010-12-21,2011-02-13,2009-12-21,2010-02-14
"Philippines","PHL","break between school years/terms",2019-12-15,2020-01-03,2018-12-15,2019-01-03,2017-12-16,2018-01-03,2016-12-17,2017-01-01,2015-12-15,2016-01-03,2014-12-15,2015-01-03,2013-12-15,2014-01-03,2012-12-15,2013-01-03,2011-12-17,2012-01-01,2010-12-15,2011-01-02,2009-12-15,2010-01-03
"Philippines","PHL","break between school years/terms",2019-04-01,2019-06-02,2018-04-01,2018-06-02,2017-04-01,2017-06-02,2016-04-02,2016-06-02,2015-04-01,2015-05-31,2014-04-01,2014-06-01,2013-04-01,2013-06-02,2012-04-01,2012-06-02,2011-04-02,2011-06-02,2010-04-03,2010-06-02,2009-04-01,2009-05-31
"Poland","POL","summer holiday",2019-06-19,2019-09-03,2018-06-19,2018-09-02,2017-06-19,2017-09-03,2016-06-19,2016-09-03,2015-06-20,2015-09-03,2014-06-21,2014-09-03,2013-06-19,2013-09-01,2012-06-19,2012-09-02,2011-06-19,2011-09-03,2010-06-19,2010-09-03,2009-06-20,2009-09-03
"Portugal","PRT","summer holiday",2019-06-10,2019-09-15,2018-06-10,2018-09-15,2017-06-10,2017-09-15,2016-06-11,2016-09-15,2015-06-10,2015-09-13,2014-06-10,2014-09-14,2013-06-10,2013-09-15,2012-06-10,2012-09-15,2011-06-11,2011-09-15,2010-06-12,2010-09-15,2009-06-10,2009-09-13
"Puerto Rico","PRI","summer holiday",2019-06-08,2019-08-11,2018-06-09,2018-08-11,2017-06-10,2017-08-11,2016-06-08,2016-08-11,2015-06-08,2015-08-09,2014-06-08,2014-08-10,2013-06-08,2013-08-11,2012-06-09,2012-08-11,2011-06-08,2011-08-11,2010-06-08,2010-08-11,2009-06-08,2009-08-09
"Qatar","QAT","summer holiday",2019-07-07,2019-09-08,2018-07-07,2018-09-08,2017-07-08,2017-09-08,2016-07-09,2016-09-08,2015-07-07,2015-09-06,2014-07-07,2014-09-07,2013-07-07,2013-09-08,2012-07-07,2012-09-08,2011-07-09,2011-09-08,2010-07-07,2010-09-08,2009-07-07,2009-09-06
"Romania","ROU","summer holiday",2019-06-15,2019-09-08,2018-06-16,2018-09-08,2017-06-17,2017-09-08,2016-06-15,2016-09-08,2015-06-15,2015-09-06,2014-06-15,2014-09-07,2013-06-15,2013-09-08,2012-06-16,2012-09-08,2011-06-15,2011-09-08,2010-06-15,2010-09-08,2009-06-15,2009-09-06
"Russia","RUS","summer holiday",2019-06-01,2019-09-03,2018-06-02,2018-09-02,2017-06-03,2017-09-03,2016-06-01,2016-09-03,2015-06-01,2015-09-03,2014-06-01,2014-09-03,2013-06-01,2013-09-01,2012-06-02,2012-09-02,2011-06-01,2011-09-03,2010-06-01,2010-09-03,2009-06-01,2009-09-03
"Russia","RUS","autumn holiday",2019-11-02,2019-11-10,2018-11-03,2018-11-10,2017-11-04,2017-11-10,2016-11-02,2016-11-10,2015-11-02,2015-11-08,2014-11-02,2014-11-09,2013-11-02,2013-11-10,2012-11-03,2012-11-10,2011-11-02,2011-11-10,2010-11-02,2010-11-10,2009-11-02,2009-11-08
"Rwanda","RWA","summer holiday",2019-07-20,2019-08-11,2018-07-21,2018-08-11,2017-07-22,2017-08-11,2016-07-20,2016-08-11,2015-07-20,2015-08-09,2014-07-20,2014-08-10,2013-07-20,2013-08-11,2012-07-21,2012-08-11,2011-07-20,2011-08-11,2010-07-20,2010-08-11,2009-07-20,2009-08-09
"Rwanda","RWA","winter holiday",2019-11-09,2020-01-14,2018-11-10,2019-01-13,2017-11-11,2018-01-14,2016-11-09,2017-01-14,2015-11-09,2016-01-14,2014-11-09,2015-01-14,2013-11-09,2014-01-12,2012-11-10,2013-01-13,2011-11-09,2012-01-14,2010-11-09,2011-01-14,2009-11-09,2010-01-14
"Saint Kitts & Nevis","KNA","summer holiday",2019-07-13,2019-09-01,2018-07-14,2018-09-01,2017-07-15,2017-09-01,2016-07-13,2016-09-01,2015-07-13,2015-08-30,2014-07-13,2014-08-31,2013-07-13,2013-09-01,2012-07-14,2012-09-01,2011-07-13,2011-09-01,2010-07-13,2010-09-01,2009-07-13,2009-08-30
"Saint Lucia","LCA","summer holiday",2019-06-19,2019-09-01,2018-06-19,2018-09-01,2017-06-19,2017-09-01,2016-06-19,2016-09-01,2015-06-20,2015-08-30,2014-06-21,2014-08-31,2013-06-19,2013-09-01,2012-06-19,2012-09-01,2011-06-19,2011-09-01,2010-06-19,2010-09-01,2009-06-20,2009-08-30
"Saint Pierre & Miquelon","SPM","summer holiday",2019-07-03,2019-09-05,2018-07-03,2018-09-05,2017-07-03,2017-09-03,2016-07-03,2016-09-04,2015-07-04,2015-09-05,2014-07-05,2014-09-05,2013-07-03,2013-09-05,2012-07-03,2012-09-05,2011-07-03,2011-09-04,2010-07-03,2010-09-05,2009-07-04,2009-09-05
"Saint Pierre & Miquelon","SPM","autumn holiday",2019-10-26,2019-11-06,2018-10-27,2018-11-04,2017-10-28,2017-11-05,2016-10-26,2016-11-06,2015-10-26,2015-11-06,2014-10-26,2014-11-06,2013-10-26,2013-11-06,2012-10-27,2012-11-04,2011-10-26,2011-11-06,2010-10-26,2010-11-06,2009-10-26,2009-11-06
"Samoa","WSM","break between school years/terms",2019-12-14,2020-01-26,2018-12-15,2019-01-26,2017-12-16,2018-01-26,2016-12-14,2017-01-26,2015-12-14,2016-01-24,2014-12-14,2015-01-25,2013-12-14,2014-01-26,2012-12-15,2013-01-26,2011-12-14,2012-01-26,2010-12-14,2011-01-26,2009-12-14,2010-01-24
"Samoa","WSM","break between school years/terms",2019-06-29,2019-07-21,2018-06-30,2018-07-21,2017-07-01,2017-07-21,2016-06-29,2016-07-21,2015-06-29,2015-07-19,2014-06-29,2014-07-20,2013-06-29,2013-07-21,2012-06-30,2012-07-21,2011-06-29,2011-07-21,2010-06-29,2010-07-21,2009-06-29,2009-07-19
"SaoTom? and Principe","STP","summer holiday",2019-06-22,2019-09-08,2018-06-23,2018-09-08,2017-06-24,2017-09-08,2016-06-22,2016-09-08,2015-06-22,2015-09-06,2014-06-22,2014-09-07,2013-06-22,2013-09-08,2012-06-23,2012-09-08,2011-06-22,2011-09-08,2010-06-22,2010-09-08,2009-06-22,2009-09-06
"Saudi Arabia","SAU","summer holiday",2019-06-20,2019-09-01,2018-06-20,2018-09-01,2017-06-20,2017-09-01,2016-06-20,2016-09-01,2015-06-20,2015-08-30,2014-06-21,2014-08-31,2013-06-22,2013-09-01,2012-06-20,2012-09-01,2011-06-20,2011-09-01,2010-06-20,2010-09-01,2009-06-20,2009-08-30
"Senegal","SEN","summer holiday",2019-07-06,2019-10-02,2018-07-07,2018-09-30,2017-07-08,2017-10-01,2016-07-06,2016-10-02,2015-07-06,2015-10-02,2014-07-06,2014-10-02,2013-07-06,2013-10-02,2012-07-07,2012-09-30,2011-07-06,2011-10-02,2010-07-06,2010-10-02,2009-07-06,2009-10-02
"Serbia","SRB","summer holiday",2019-06-15,2019-09-01,2018-06-16,2018-09-01,2017-06-17,2017-09-01,2016-06-15,2016-09-01,2015-06-15,2015-08-30,2014-06-15,2014-08-31,2013-06-15,2013-09-01,2012-06-16,2012-09-01,2011-06-15,2011-09-01,2010-06-15,2010-09-01,2009-06-15,2009-08-30
"Seychelles","SYC","summer holiday",2019-08-10,2019-09-08,2018-08-11,2018-09-08,2017-08-12,2017-09-08,2016-08-10,2016-09-08,2015-08-10,2015-09-06,2014-08-10,2014-09-07,2013-08-10,2013-09-08,2012-08-11,2012-09-08,2011-08-10,2011-09-08,2010-08-10,2010-09-08,2009-08-10,2009-09-06
"Sierra Leone","SLE","summer holiday",2019-06-13,2019-08-27,2018-06-13,2018-08-26,2017-06-13,2017-08-27,2016-06-13,2016-08-27,2015-06-13,2015-08-27,2014-06-14,2014-08-27,2013-06-15,2013-08-25,2012-06-13,2012-08-26,2011-06-13,2011-08-27,2010-06-13,2010-08-27,2009-06-13,2009-08-27
"Singapore","SGP","summer holiday",2019-06-01,2019-06-30,2018-06-02,2018-06-30,2017-06-03,2017-06-30,2016-06-01,2016-06-30,2015-06-01,2015-06-28,2014-06-01,2014-06-29,2013-06-01,2013-06-30,2012-06-02,2012-06-30,2011-06-01,2011-06-30,2010-06-01,2010-06-30,2009-06-01,2009-06-28
"Singapore","SGP","break between school years/terms",2019-11-16,2020-01-01,2018-11-17,2018-12-30,2017-11-18,2017-12-31,2016-11-16,2017-01-01,2015-11-16,2016-01-01,2014-11-16,2015-01-01,2013-11-16,2014-01-01,2012-11-17,2012-12-30,2011-11-16,2012-01-01,2010-11-16,2011-01-01,2009-11-16,2010-01-01
"Slovakia","SVK","summer holiday",2019-06-29,2019-09-01,2018-06-30,2018-09-01,2017-07-01,2017-09-01,2016-06-29,2016-09-01,2015-06-29,2015-08-30,2014-06-29,2014-08-31,2013-06-29,2013-09-01,2012-06-30,2012-09-01,2011-06-29,2011-09-01,2010-06-29,2010-09-01,2009-06-29,2009-08-30
"Slovenia","SVN","summer holiday",2019-06-25,2019-09-01,2018-06-25,2018-09-01,2017-06-25,2017-09-01,2016-06-25,2016-09-01,2015-06-27,2015-08-30,2014-06-25,2014-08-31,2013-06-25,2013-09-01,2012-06-25,2012-09-01,2011-06-25,2011-09-01,2010-06-26,2010-09-01,2009-06-27,2009-08-30
"Solomon Islands","SLB","break between school years/terms",2019-06-22,2019-07-21,2018-06-23,2018-07-21,2017-06-24,2017-07-21,2016-06-22,2016-07-21,2015-06-22,2015-07-19,2014-06-22,2014-07-20,2013-06-22,2013-07-21,2012-06-23,2012-07-21,2011-06-22,2011-07-21,2010-06-22,2010-07-21,2009-06-22,2009-07-19
"Solomon Islands","SLB","break between school years/terms",2019-12-14,2020-01-31,2018-12-22,2019-01-27,2017-12-16,2018-01-31,2016-12-14,2017-01-29,2015-12-14,2016-01-31,2014-12-14,2015-01-31,2013-12-14,2014-01-31,2012-12-15,2013-01-31,2011-12-14,2012-01-29,2010-12-14,2011-01-30,2009-12-14,2010-01-31
"Somalia","SOM","break between school years/terms",2019-06-01,2019-08-31,2018-06-02,2018-08-31,2017-06-03,2017-08-31,2016-06-01,2016-08-31,2015-06-01,2015-08-30,2014-06-01,2014-08-31,2013-06-01,2013-08-31,2012-06-02,2012-08-31,2011-06-01,2011-08-31,2010-06-01,2010-08-29,2009-06-01,2009-08-30
"South Africa","ZAF","break between school years/terms",2019-09-23,2019-09-29,2018-09-23,2018-09-29,2017-09-23,2017-09-29,2016-09-24,2016-09-29,2015-09-23,2015-09-27,2014-09-23,2014-09-28,2013-09-23,2013-09-29,2012-09-23,2012-09-29,2011-09-24,2011-09-29,2010-09-25,2010-09-29,2009-09-23,2009-09-27
